-0.073537,-0.19338,-0.38516,-0.63234,-0.8694,-1,-0.96372,-0.78663,-0.54785,-0.31091,-0.1019,0.073777,0.2174,0.33282,0.42495,0.49666,0.54737,0.57691,0.58767
-0.092124,-0.23862,-0.49377,-0.79517,-1,-0.99815,-0.80391,-0.52259,-0.2535,-0.038529,0.12341,0.24569,0.33933,0.41131,0.46601,0.50596,0.53263,0.54798,0.5542
-0.13523,-0.267,-0.46599,-0.71091,-0.92093,-1,-0.91508,-0.72023,-0.49876,-0.30015,-0.13636,-0.0054382,0.097482,0.17638,0.23439,0.27638,0.3063,0.3244,0.32988
-0.014436,-0.048148,-0.19746,-0.53642,-0.90738,-1,-0.73874,-0.34424,-0.029169,0.15741,0.25505,0.30721,0.33837,0.35897,0.37347,0.38475,0.39499,0.40446,0.41135
-0.063895,-0.1869,-0.43085,-0.74074,-0.97342,-1,-0.80757,-0.49957,-0.19865,0.034872,0.20106,0.31963,0.4055,0.46629,0.506,0.52794,0.53674,0.53761,0.53383
0.035286,-0.024157,-0.22231,-0.55082,-0.86993,-1,-0.87212,-0.55615,-0.17435,0.17499,0.43961,0.60457,0.67803,0.68092,0.63859,0.57248,0.49647,0.41888,0.34467
-0.0729,-0.20167,-0.4672,-0.79556,-1,-0.95041,-0.6881,-0.35737,-0.072843,0.13121,0.26933,0.36412,0.43071,0.47657,0.50449,0.5168,0.51624,0.50599,0.49033
0.26158,0.34381,0.22907,-0.1762,-0.69234,-1,-0.9741,-0.73593,-0.4541,-0.2197,-0.053133,0.055785,0.12369,0.16681,0.19819,0.22465,0.2476,0.26632,0.27997
0.11129,0.16685,0.030626,-0.37465,-0.82599,-1,-0.80414,-0.38178,0.075017,0.43144,0.63284,0.69325,0.66168,0.58725,0.50089,0.41586,0.33686,0.26554,0.20207
0.13119,0.19253,0.062955,-0.33267,-0.7873,-1,-0.87134,-0.51693,-0.10776,0.23158,0.44696,0.54331,0.55697,0.52698,0.47895,0.42481,0.3689,0.31302,0.25899
0.083174,0.13503,0.019536,-0.36413,-0.81713,-1,-0.79367,-0.34391,0.13475,0.49178,0.67473,0.70969,0.65521,0.56407,0.46762,0.37817,0.29867,0.22976,0.17089
0.075112,-0.054302,-0.30675,-0.63891,-0.91314,-1,-0.88558,-0.66129,-0.43059,-0.24469,-0.10717,-0.0043636,0.077376,0.1465,0.20551,0.25405,0.29212,0.32014,0.33827
0.14213,0.056031,-0.19927,-0.57604,-0.89787,-1,-0.87125,-0.62061,-0.35796,-0.13846,0.026438,0.14439,0.22722,0.2856,0.32742,0.35735,0.37797,0.3912,0.39873
0.12534,0.10634,-0.094499,-0.47709,-0.85207,-1,-0.87426,-0.59685,-0.31017,-0.085054,0.069929,0.17041,0.23552,0.28155,0.3187,0.35061,0.37762,0.39938,0.41552
0.004643,-0.12241,-0.36427,-0.6769,-0.93367,-1,-0.84574,-0.55977,-0.25965,-0.014398,0.16182,0.28051,0.35695,0.4036,0.42905,0.43922,0.43976,0.43525,0.42727
-0.10833,-0.24916,-0.46221,-0.71544,-0.92541,-1,-0.90715,-0.69582,-0.44746,-0.21968,-0.033386,0.11114,0.21985,0.29933,0.35522,0.39196,0.41165,0.41439,0.40235
-0.07263,-0.17233,-0.37796,-0.67415,-0.93167,-1,-0.8516,-0.58576,-0.31512,-0.093666,0.072883,0.19619,0.28907,0.36052,0.41561,0.45715,0.48679,0.50554,0.51485
-0.050556,-0.19766,-0.4731,-0.79271,-1,-0.99082,-0.78669,-0.49442,-0.21532,0.0037649,0.15945,0.26481,0.33513,0.38395,0.42174,0.45358,0.47874,0.49485,0.50108
-0.062128,-0.18909,-0.43779,-0.76224,-0.99663,-1,-0.78691,-0.47743,-0.18034,0.053508,0.21763,0.32588,0.3968,0.44607,0.48434,0.517,0.54455,0.56463,0.57457
0.025601,-0.032447,-0.22202,-0.55486,-0.88273,-1,-0.84557,-0.53185,-0.20556,0.052902,0.22794,0.3355,0.4006,0.44463,0.48066,0.5145,0.54578,0.57044,0.58425
-0.052274,-0.13751,-0.34987,-0.67755,-0.95684,-1,-0.78739,-0.45807,-0.15276,0.071952,0.22155,0.32014,0.38896,0.44165,0.48459,0.51903,0.5439,0.55755,0.55885
